MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6791232851,36,39,27,30,38,32,28,36,46,44,34
KR_6671450871,40,40,32,56,31,34,38,37,47,38,42
KR_6768002954,36,31,34,39,17,45,34,44,32,30,48
KR_6791077969,40,31,25,34,34,40,34,24,45,34,26
KR_6663504580,43,44,22,45,31,28,33,31,37,28,49
KR_6715022912,33,27,38,30,31,33,30,40,50,27,40
KR_6767279797,38,45,18,39,35,44,48,39,49,41,24
KR_6771445936,41,29,30,42,43,24,53,63,40,52,34
KR_6705452606,42,31,46,27,32,34,32,46,47,23,36
KR_6785966602,43,53,54,40,42,53,42,52,56,52,43
KR_6789901875,32,39,23,35,44,38,48,25,36,34,34
KR_6657534558,37,30,39,44,53,35,33,43,30,37,51
KR_6788305296,37,40,24,23,43,27,30,39,49,44,29
KR_6759552704,26,28,25,21,43,39,17,34,34,55,43
KR_6753634955,40,29,37,28,40,37,29,43,30,36,33
KR_6723204532,38,26,42,21,38,36,31,33,26,51,32
KR_6703797143,38,36,48,53,31,33,48,30,32,45,54
KR_6730881999,44,38,24,33,40,44,37,26,37,48,52
KR_6711757473,39,33,30,33,28,41,44,42,27,31,33
KR_6679638265,37,33,38,40,38,25,42,16,24,49,41
KR_6781645016,35,41,26,43,40,52,43,43,34,49,32
KR_6787543246,38,29,29,31,55,25,44,53,39,37,44
KR_6748652282,31,31,31,28,38,36,24,27,24,47,31
KR_6788419968,38,27,34,46,29,33,34,45,32,45,41
KR_6715678237,40,24,35,31,57,32,34,36,40,42,33
KR_6764083622,29,32,34,35,29,23,28,36,52,30,34
KR_6769738542,27,28,32,27,35,46,34,43,30,29,29
KR_6599223718,45,33,33,37,28,43,36,36,44,52,29
KR_6664958593,35,30,29,37,38,46,40,27,46,42,28
KR_6656458091,42,30,30,32,48,24,36,38,43,30,39
KR_6771344518,42,40,21,28,23,40,56,32,34,37,47
KR_6713896811,48,37,30,29,28,35,40,44,29,57,44
KR_6740843591,40,31,29,30,27,23,30,27,46,29,23
KR_6761810512,47,21,27,35,52,29,57,38,44,33,21
KR_6785511006,34,35,42,25,30,43,43,39,21,41,37
KR_6465573754,31,42,32,30,48,33,28,43,34,43,37
KR_6698896442,44,30,32,44,29,24,46,45,38,37,41
KR_6771429992,45,36,36,37,30,32,41,48,41,35,51
KR_6663383423,39,30,45,38,29,55,35,20,34,27,42
KR_6780624647,42,35,41,21,27,35,35,30,31,20,39
KR_6773808261,22,25,35,41,20,18,43,26,37,25,29
KR_6775666465,41,27,44,42,32,44,31,30,44,40,36
KR_6656158242,20,29,52,24,46,24,39,43,45,35,40
KR_6658538556,26,33,40,33,27,39,33,40,30,39,31
KR_6707376837,42,27,27,27,43,29,25,36,42,36,43
KR_6786577737,37,32,23,42,27,30,57,36,26,45,35
KR_6710651120,48,50,38,53,42,51,49,64,37,42,52
KR_6680374738,41,34,34,30,55,24,27,37,43,49,29
KR_6718563812,36,29,31,29,31,50,23,49,31,34,36
KR_6713008621,35,25,39,31,38,31,34,32,30,39,32
KR_6788137658,53,30,40,57,35,34,57,42,53,40,53
KR_6651200230,35,22,48,39,48,33,32,43,32,39,19
KR_6683074548,31,21,35,34,32,37,39,38,36,64,31
KR_6739512427,39,25,24,36,42,31,42,29,49,58,51
KR_6547103417,43,30,32,62,34,41,33,57,48,39,33
KR_6791305870,35,53,31,32,40,37,37,41,43,31,39
KR_6694208213,42,35,53,40,47,36,45,47,36,40,33
KR_6692210712,43,35,36,33,26,35,52,40,55,29,33
KR_6777352069,41,62,22,43,35,41,33,46,49,35,31
KR_6716347402,36,28,21,32,32,33,30,39,31,51,29
KR_6554616475,40,23,30,23,33,46,32,29,52,20,29
KR_6785301950,54,36,34,35,43,34,44,54,50,48,44
KR_6791490276,30,43,28,55,33,31,39,49,31,43,29
KR_6784728974,30,32,24,27,53,38,42,41,34,59,34
KR_6723079862,40,32,21,48,27,26,53,30,50,26,43
KR_6716560554,38,37,45,29,43,37,41,26,29,32,27
KR_6748525547,27,35,31,30,35,38,36,19,28,42,49
KR_6651465068,36,22,39,36,17,39,22,28,26,42,43
KR_6788483450,27,26,39,30,28,29,40,37,36,24,38
KR_6762346473,43,32,40,24,24,35,31,29,38,31,35
KR_6756057934,32,22,26,36,40,27,42,44,45,36,16
KR_6791421774,27,28,28,35,39,25,42,27,44,28,32
KR_6775168357,33,41,28,39,34,45,35,31,33,32,27
KR_6784423709,49,44,25,36,49,25,47,21,29,36,24
KR_6713059111,34,33,40,46,44,48,48,46,22,54,37
KR_6656569506,34,33,23,49,34,30,49,30,40,52,19
KR_6703262748,34,46,46,30,38,32,52,46,39,45,40
KR_6788736046,49,19,24,50,22,46,33,45,32,33,35
KR_6790900207,46,34,42,32,44,35,27,40,43,43,48
KR_6679076285,55,29,31,45,44,35,38,50,49,36,70
KR_6735387633,45,33,46,32,25,39,31,42,38,40,37
KR_6790557132,39,28,42,20,45,20,38,29,37,26,24
KR_6790129217,53,33,23,65,59,44,51,42,57,77,28
KR_6586768481,38,31,27,29,26,43,42,22,34,46,43
KR_6593982085,37,38,22,34,37,36,42,39,39,44,35
KR_6788056682,37,26,33,35,26,27,37,40,37,35,35
KR_6787725395,38,39,54,23,35,24,51,34,28,31,34
KR_6671674974,26,28,34,25,42,28,37,37,39,34,37
KR_6654698177,37,30,32,35,36,42,29,37,41,55,33
KR_6678072351,27,35,57,44,23,49,34,40,29,43,38
KR_6780573212,48,39,35,46,22,50,41,47,45,39,37
KR_6780840395,35,30,29,47,40,38,38,22,32,35,37
KR_6730297143,43,20,35,30,24,43,27,42,44,29,35
KR_6788339874,30,38,38,42,28,26,51,36,38,41,51
KR_6782102378,33,33,33,46,44,30,48,41,55,39,37
KR_6698724850,40,36,37,31,62,30,45,24,29,48,42
KR_6668321587,40,36,37,31,62,30,45,24,29,48,42
KR_6698789212,40,36,37,31,62,30,45,24,29,48,42
KR_6745372896,33,26,24,32,50,31,23,30,31,42,38
KR_6779051986,30,27,41,25,33,27,23,45,35,39,36
KR_6785995699,80,64,43,37,29,46,65,49,33,49,47
KR_6770649121,44,24,35,31,28,28,44,29,46,29,30
KR_6668077858,23,29,34,19,31,33,34,31,37,35,15
KR_6778946010,36,33,32,35,28,44,34,38,32,58,33
KR_6740748036,47,35,40,46,46,35,46,43,35,57,32
KR_6656550678,35,37,33,37,28,41,36,23,28,36,47
