MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6782235998,58,34,43,54,19,61,29,55,51,37,48
KR_6782603662,40,31,40,25,21,43,28,42,31,23,47
KR_6784964488,27,44,23,49,22,40,23,42,42,23,33
KR_6790420465,25,45,26,36,37,34,38,36,43,33,25
KR_6556562392,22,33,35,32,58,35,35,46,31,38,38
KR_6779996617,46,24,37,40,25,29,46,33,40,34,35
KR_6765662725,28,37,31,31,30,31,27,46,33,43,33
KR_5924413002,38,38,48,25,46,21,57,38,32,49,41
KR_6789800601,32,32,30,23,34,38,41,38,37,29,43
KR_6520063462,29,30,25,47,37,34,22,28,45,38,36
KR_6778585606,41,52,37,37,26,34,43,14,67,37,42
KR_6766580512,31,18,28,23,38,35,44,51,34,45,49
KR_6795322339,74,101,51,45,54,37,71,45,40,52,28
KR_6619485589,34,48,26,23,41,37,34,43,28,29,34
KR_6788678423,38,36,34,53,43,38,38,30,50,31,39
KR_6318908427,26,41,36,23,44,25,28,47,44,36,30
KR_6790445764,37,30,28,41,31,35,39,27,41,35,26
KR_6760489709,21,28,25,30,32,24,50,14,28,44,32
KR_6635399759,36,35,21,50,55,29,30,29,63,38,39
KR_6660097401,31,30,28,28,33,37,28,40,28,30,22
KR_6786795252,25,35,42,25,33,31,39,41,38,34,44
KR_6779330548,38,34,27,31,28,30,36,23,42,34,38
KR_6287334202,23,34,35,29,33,38,31,41,31,34,35
KR_6675716495,33,28,43,40,35,31,37,51,33,30,28
KR_6789469807,38,45,49,51,29,44,54,38,46,46,24
KR_6626248541,26,40,27,28,34,34,38,26,39,21,46
KR_6792184534,28,23,41,35,23,44,37,28,50,40,32
KR_6752235443,30,41,47,28,33,56,28,43,49,39,38
KR_6794402478,32,32,43,22,35,24,30,45,26,44,39
KR_6791035371,42,34,32,26,46,31,36,35,24,49,29
KR_6789935946,32,40,27,40,16,38,30,35,44,31,42
KR_6730298761,45,24,25,25,41,27,39,24,33,29,32
KR_6718322886,24,26,44,29,33,31,19,40,42,42,41
KR_6790091971,30,19,42,39,38,47,35,48,35,50,36
KR_6770718824,44,72,45,60,28,29,36,42,81,66,31
KR_6784973097,39,35,28,28,37,41,28,30,47,33,25
KR_6748357295,34,22,42,28,30,39,36,26,34,30,26
KR_6794647153,30,31,33,30,26,34,19,40,49,27,41
KR_6715081290,26,30,43,28,35,40,34,24,46,41,31
KR_6630541211,32,40,45,39,44,29,46,44,48,51,45
KR_6777607744,24,29,36,21,26,29,39,26,30,50,30
KR_6681148688,51,47,44,38,43,41,44,45,37,44,41
KR_6781050308,36,32,27,32,32,38,38,34,56,76,40
KR_6435680956,27,37,36,56,41,33,45,34,46,44,34
KR_6766214016,29,19,40,34,33,23,23,43,28,29,39
KR_6781416658,43,34,20,36,25,32,31,30,46,19,48
KR_6697141173,34,38,29,40,37,28,35,34,31,50,35
KR_6795210721,71,47,46,51,35,72,50,55,42,34,75
KR_6758329626,37,35,29,22,31,45,32,46,23,25,43
KR_6775278335,32,30,22,37,26,45,26,32,28,38,45
KR_6795961937,35,24,39,30,46,24,30,47,25,36,27
KR_6785104602,34,32,31,39,25,35,32,36,31,34,30
KR_6790079869,35,49,30,39,40,31,35,46,51,44,30
KR_6737478787,29,54,36,26,29,36,34,33,74,52,55
KR_6655989512,38,28,45,22,35,36,18,38,30,33,43
KR_6640927021,44,23,43,47,36,28,37,38,36,41,26
KR_6679913113,41,25,40,30,37,34,43,30,42,37,37
KR_6708192543,34,31,36,35,36,41,30,34,25,22,42
KR_6792359292,51,30,44,39,31,33,43,44,46,58,28
KR_6774820764,35,30,40,36,33,41,30,55,40,23,43
KR_6606703959,34,33,45,33,39,36,50,44,35,39,26
KR_6727124171,28,36,33,40,30,48,38,47,51,44,26
KR_6786397976,39,35,37,39,33,31,37,27,32,28,41
KR_6741473549,37,38,26,40,31,43,36,42,46,28,34
KR_6434846449,38,24,41,12,27,29,36,46,35,43,41
KR_6786797757,36,23,36,29,27,37,26,29,43,28,26
KR_6771528128,38,24,33,39,30,34,38,32,33,40,29
KR_6706114871,34,36,31,34,33,32,37,52,28,39,34
KR_6782584687,31,40,40,30,33,32,29,26,16,30,38
