MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6790210313,47,36,46,47,38,43,38,55,37,32,48
KR_6786154477,39,42,43,37,38,40,47,40,54,34,51
KR_6764363046,38,26,52,23,28,31,36,36,39,31,43
KR_6788051188,35,44,29,26,20,56,28,41,26,30,35
KR_6784738745,42,39,45,34,39,33,45,43,38,52,33
KR_6777846588,41,38,41,47,42,37,43,41,39,57,49
KR_6788921289,38,42,26,27,58,30,42,47,39,43,35
KR_6790522876,42,26,39,28,38,35,44,44,39,54,62
KR_6787906208,42,39,23,25,38,30,34,45,56,35,38
KR_6792738164,53,36,51,43,41,48,51,42,69,32,41
KR_6788159693,37,35,35,22,58,27,52,43,63,35,27
KR_6788753583,28,30,40,38,45,28,61,39,40,58,60
KR_6790129675,30,28,24,54,33,26,42,47,44,28,45
KR_6793213726,52,38,31,36,40,34,48,47,62,39,46
KR_6785855467,32,43,37,51,39,32,36,41,31,55,41
KR_6758552933,39,34,22,35,44,35,24,56,38,44,47
KR_6766436953,38,39,26,46,35,46,39,31,43,47,37
KR_6791279945,36,38,45,41,55,32,40,29,37,45,36
KR_6782438842,41,22,27,25,28,54,42,42,31,21,43
KR_6788219981,37,44,29,29,29,36,38,50,35,37,44
KR_6780472698,27,26,29,46,32,34,37,46,49,60,53
KR_6756305093,43,45,34,47,30,42,50,40,25,31,46
KR_6773156455,37,40,27,33,59,45,33,34,50,49,43
KR_6782506185,56,26,28,44,34,32,43,42,40,49,33
KR_6786347572,56,31,29,40,45,35,37,45,60,40,47
KR_6788515380,33,34,28,28,33,38,27,48,32,34,44
KR_6786195096,35,30,41,33,38,52,22,43,41,41,50
KR_6779570762,45,36,49,26,26,39,20,51,47,49,49
KR_6791905156,36,33,37,24,42,48,32,50,48,31,48
KR_6784004347,45,32,36,45,43,46,35,50,46,50,33
KR_6775691579,31,27,37,44,32,33,41,46,50,52,30
KR_6777696426,60,41,43,46,56,52,48,69,34,56,67
KR_6792336244,33,30,38,20,25,29,38,43,38,47,35
KR_6758440836,45,34,53,39,42,34,34,39,42,25,57
KR_6760343110,42,27,24,46,36,27,45,41,39,37,31
KR_6787638427,40,41,28,24,42,36,52,31,43,39,64
KR_6772711251,39,36,21,30,35,52,48,34,63,42,41
KR_6779720254,38,50,38,39,37,43,45,32,48,34,39
KR_6787006185,40,38,40,29,36,37,37,37,24,59,29
KR_6785896473,36,24,76,31,49,37,66,51,47,44,42
KR_6793173915,30,45,27,34,38,26,30,58,44,52,41
KR_6790419468,37,21,34,25,34,48,33,36,40,47,53
KR_6778749069,50,31,27,38,51,30,36,35,41,43,28
KR_6790557400,36,41,31,32,44,37,38,32,27,52,24
KR_6775609337,27,39,20,32,39,41,33,40,51,47,41
KR_6785361354,40,38,36,33,34,31,43,32,44,36,64
KR_6788452528,31,38,48,38,54,41,31,52,48,40,39
KR_6787890900,38,45,30,50,39,49,29,51,38,59,40
KR_6779172215,35,42,35,22,53,32,31,45,27,47,44
KR_6792936769,42,40,29,32,56,31,41,50,46,42,20
KR_6788014822,43,30,22,38,23,45,35,33,31,59,33
KR_6793202808,35,25,29,31,45,36,51,47,38,36,41
KR_6793746224,31,29,48,56,44,43,63,25,39,37,44
KR_6755925639,47,56,32,57,38,31,51,52,39,61,41
KR_6790322500,53,29,33,21,37,46,27,32,53,47,39
KR_6792078047,49,42,19,44,40,30,55,27,61,38,53
KR_6788154660,36,32,30,36,55,50,43,47,28,33,24
KR_6779794096,58,41,40,42,22,52,45,30,20,43,45
KR_6789186379,41,35,51,39,37,34,47,52,55,38,39
KR_6786747374,52,44,25,49,30,49,29,51,57,37,31
KR_6768777544,55,42,28,54,17,46,47,42,29,61,39
KR_6790296664,41,40,33,60,28,53,47,44,48,50,52
KR_6789728905,65,65,23,46,34,31,72,63,48,65,48
KR_6762060248,33,20,34,28,22,44,31,38,42,38,35
KR_6778965466,44,35,31,43,26,44,30,29,50,36,35
KR_6768550809,58,33,37,63,33,36,40,49,45,61,36
KR_6788523509,35,44,25,33,40,41,37,53,43,35,49
KR_6777786495,40,37,45,40,46,78,85,91,65,73,75
KR_6787793325,41,30,44,29,34,40,31,27,50,41,53
KR_6790468536,27,37,26,25,36,33,28,43,59,31,43
KR_6784850616,36,46,28,38,40,45,41,48,58,34,58
KR_6781585289,38,48,41,33,45,32,46,43,39,44,48
KR_6790399134,42,25,24,34,46,27,44,39,22,24,56
KR_6771852180,51,58,43,39,49,53,72,36,73,51,60
KR_6790604482,31,24,31,34,43,35,55,41,35,37,43
KR_6793238098,52,35,30,47,22,39,43,40,39,36,41
KR_6771627699,30,45,37,32,30,38,35,19,59,21,23
KR_6793690665,35,32,35,37,42,38,31,26,50,41,36
KR_6773805850,43,38,35,28,39,21,35,40,36,58,41
KR_6788874816,35,36,36,22,36,48,31,35,63,49,30
KR_6777931127,38,43,25,35,37,36,49,50,35,44,37
KR_6777099641,26,38,31,47,37,34,61,41,43,34,43
KR_6793015554,42,37,35,49,43,36,41,47,46,43,40
