MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6782741126,63,34,31,26,38,50,42,40,42,35,49
KR_6782438842,41,22,27,25,28,54,42,42,31,21,43
KR_6779258624,35,28,44,38,51,45,39,61,49,40,49
KR_6788282486,42,29,34,31,34,37,37,37,41,41,35
KR_6788697804,47,25,24,33,36,25,37,16,37,27,47
KR_6780847515,46,25,40,36,40,40,58,32,43,59,33
KR_6787574343,35,31,31,40,40,41,31,37,42,48,43
KR_6776375278,46,32,12,43,29,33,67,52,66,75,43
KR_6788962493,30,39,36,32,22,37,23,31,37,50,41
KR_6778817447,32,37,29,33,46,35,38,38,30,56,29
KR_6789355767,54,38,21,32,39,40,33,50,51,38,45
KR_6784873524,35,31,31,29,41,31,25,28,39,39,40
KR_6776639525,39,35,32,27,42,39,41,46,40,33,45
KR_6785458924,28,31,42,35,27,39,41,35,41,36,39
KR_6778200564,32,44,38,29,37,21,53,42,26,32,56
KR_6785316015,35,38,46,40,44,33,27,66,55,37,58
KR_6778790266,40,31,31,27,52,32,58,41,39,44,57
KR_6784874398,39,40,39,39,35,47,39,37,22,34,36
KR_6774868943,32,38,22,46,42,30,29,41,37,56,42
KR_6785157812,45,34,39,33,27,39,31,47,44,56,38
KR_6782734877,26,33,35,31,30,21,39,43,39,28,34
KR_6767906963,46,37,57,55,48,31,45,58,39,42,56
KR_6774744424,32,42,34,31,35,42,43,42,28,36,59
KR_6781096499,33,26,31,46,24,33,34,45,26,43,35
KR_6788889854,23,28,37,22,34,45,33,33,57,39,33
KR_6757066195,41,31,37,28,37,45,41,44,43,38,41
KR_6756699451,46,31,40,33,40,41,31,39,53,46,37
KR_6788945291,29,41,29,37,34,41,63,36,37,45,22
KR_6777544321,41,30,49,37,46,37,45,41,37,35,37
KR_6786520086,30,44,25,46,40,27,33,41,42,41,55
KR_6767363687,48,50,32,49,61,32,41,49,63,21,40
KR_6778424530,46,28,33,35,27,40,43,40,41,31,39
KR_6783921351,42,22,46,22,41,39,30,37,54,29,30
KR_6785519647,52,25,40,44,46,34,37,41,51,46,42
KR_6770737392,27,37,38,31,42,50,40,69,25,39,47
KR_6775640642,40,37,50,27,34,44,48,48,50,66,31
KR_6788840589,31,42,34,27,48,36,47,52,39,31,24
KR_6785935718,35,40,33,40,50,30,29,44,33,40,38
KR_6772736900,38,39,37,37,30,34,34,41,50,49,39
KR_6784637437,54,31,32,16,41,31,34,34,57,27,38
KR_6775315798,51,42,28,46,35,56,37,49,52,39,45
KR_6789521443,30,34,30,58,35,54,44,32,45,54,39
KR_6789789077,33,28,38,41,38,46,34,30,43,44,54
KR_6781134889,34,41,28,27,49,29,54,40,48,38,33
KR_6786948951,50,23,27,46,35,35,51,34,24,36,47
KR_6786636294,34,34,51,28,32,45,37,41,41,54,38
KR_6787083445,34,37,39,29,39,23,31,45,38,29,38
KR_6781948477,29,32,24,36,32,35,43,67,25,35,57
KR_6770302558,42,37,38,31,35,51,43,40,39,45,46
KR_6789301497,34,33,35,39,50,43,43,30,55,32,49
KR_6777837024,38,33,34,32,37,31,38,28,37,38,42
KR_6761997983,25,39,25,23,31,37,44,36,41,24,33
KR_6785355429,43,47,33,37,41,48,42,33,60,48,30
KR_6787186209,37,38,24,53,44,34,27,29,44,50,32
KR_6786275950,38,29,41,23,43,21,38,42,36,43,37
KR_6778280868,45,34,32,27,33,34,45,33,62,29,45
KR_6782672332,39,31,30,33,27,39,35,45,49,29,43
