MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6698925985,39,26,24,43,33,19,25,36,26,29,29
KR_6736859329,34,36,29,25,39,41,14,32,36,30,27
KR_6785761215,31,30,34,27,39,37,48,40,34,33,37
KR_6793941064,42,40,37,39,41,43,42,44,46,44,50
KR_6790663199,28,27,26,32,37,22,33,35,50,34,31
KR_6782287662,38,23,43,25,36,31,36,28,34,35,31
KR_6703520543,32,37,33,33,46,20,41,38,37,38,46
KR_6721615170,38,37,37,31,45,35,28,41,41,30,41
KR_6781020419,35,34,41,30,35,37,33,37,31,45,31
KR_6787051292,26,34,29,29,31,27,32,38,33,16,27
KR_6791739058,26,35,26,41,32,36,32,25,48,33,42
KR_6629870373,35,27,27,33,35,33,25,31,35,36,25
KR_6738297878,39,27,24,37,34,45,32,27,53,41,34
KR_6777675286,30,31,32,29,36,35,30,28,24,42,38
KR_6777161190,43,42,39,30,43,36,68,35,74,38,44
KR_6743885315,28,38,22,28,26,36,35,32,38,27,14
KR_6675775233,29,38,26,32,37,25,46,36,39,40,34
KR_6789521821,39,42,48,52,32,34,71,39,36,52,38
KR_6740356712,40,30,29,41,30,45,33,30,34,23,27
KR_6729828605,44,25,36,25,40,41,43,42,40,52,36
KR_6792323046,41,40,30,59,32,22,46,21,30,42,17
KR_6780421963,32,25,33,29,37,24,31,18,38,47,22
KR_6784537873,35,52,41,43,37,49,42,60,43,45,37
KR_6660167834,25,22,40,25,29,26,26,23,28,30,47
KR_6705586393,29,30,37,36,32,36,45,33,34,58,28
KR_6779231322,45,26,31,36,24,30,40,38,33,38,36
KR_6793875215,32,30,41,49,39,24,31,45,45,70,40
KR_6786686793,30,39,36,35,28,34,55,40,41,23,43
KR_6627383678,29,38,25,51,21,31,42,43,30,44,24
KR_6754235702,25,34,32,30,40,26,21,38,31,28,38
KR_6793644095,38,34,26,52,22,26,51,35,27,50,33
KR_6513733763,40,41,39,32,37,43,47,25,35,37,43
KR_6790940990,34,15,39,23,31,31,40,37,25,36,29
KR_6688912766,30,31,29,26,26,24,32,50,33,41,30
KR_6773906505,28,34,33,44,31,48,29,32,30,25,46
KR_6781355873,29,25,39,31,47,37,37,45,37,36,43
KR_6673879476,57,45,30,47,26,50,59,36,35,39,39
KR_6755590073,57,37,46,42,62,59,41,62,56,39,48
KR_6772223860,52,30,66,41,49,46,68,65,33,29,79
KR_6793773589,31,52,32,23,26,33,49,34,48,39,22
KR_6785435855,36,35,44,31,19,26,43,44,27,40,45
KR_6792556901,44,33,35,43,34,32,48,43,44,43,28
KR_6704840907,31,35,35,31,50,25,44,44,40,21,44
KR_6773753253,32,31,33,20,33,47,43,38,13,29,36
KR_6774081122,25,44,33,24,36,15,37,16,28,40,36
KR_5822731232,27,28,33,41,40,26,35,31,16,49,19
KR_6729722176,40,33,41,37,31,39,27,26,43,43,34
KR_6789715563,34,37,40,24,38,32,37,34,33,45,37
KR_6717851958,30,36,37,33,38,32,36,27,47,36,35
KR_6652605433,33,30,31,32,33,40,28,33,50,34,28
KR_6657193948,28,26,40,27,16,51,20,29,37,39,28
KR_6787482985,35,30,31,35,23,32,48,27,25,22,41
KR_6731466280,28,34,30,26,28,35,21,35,32,34,19
KR_6790068931,29,35,39,26,22,42,37,22,37,42,38
