queueId,matchId,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,dragonType,WIN_invadeKill,LOSE_invadeDeath,LOSE_invadeKill,WIN_invadeDeath,WIN_controlWARDPlaced,LOSE_controlWARDPlaced,WIN_Kill_top,WIN_Kill_jgl,WIN_Kill_mid,WIN_Kill_ad,WIN_Kill_sup,LOSE_Kill_top,LOSE_Kill_jgl,LOSE_Kill_mid,LOSE_Kill_ad,LOSE_Kill_sup,WIN_Death_top,WIN_Death_jgl,WIN_Death_mid,WIN_Death_ad,WIN_Death_sup,LOSE_Death_top,LOSE_Death_jgl,LOSE_Death_mid,LOSE_Death_ad,LOSE_Death_sup,WIN_Asisst_top,WIN_Asisst_jgl,WIN_Asisst_mid,WIN_Asisst_ad,WIN_Asisst_sup,LOSE_Asisst_top,LOSE_Asisst_jgl,LOSE_Asisst_mid,LOSE_Asisst_ad,LOSE_Asisst_sup,WIN_LV_top,WIN_LV_jgl,WIN_LV_mid,WIN_LV_ad,WIN_LV_sup,LOSE_LV_top,LOSE_LV_jgl,LOSE_LV_mid,LOSE_LV_ad,LOSE_LV_sup,WIN_CS_top,WIN_CS_jgl,WIN_CS_mid,WIN_CS_ad,WIN_CS_sup,LOSE_CS_top,LOSE_CS_jgl,LOSE_CS_mid,LOSE_CS_ad,LOSE_CS_sup,WIN_jglCS_top,WIN_jglCS_jgl,WIN_jglCS_mid,WIN_jglCS_ad,WIN_jglCS_sup,LOSE_jglCS_top,LOSE_jglCS_jgl,LOSE_jglCS_mid,LOSE_jglCS_ad,LOSE_jglCS_sup,WIN_GOLD_top,WIN_GOLD_jgl,WIN_GOLD_mid,WIN_GOLD_ad,WIN_GOLD_sup,LOSE_GOLD_top,LOSE_GOLD_jgl,LOSE_GOLD_mid,LOSE_GOLD_ad,LOSE_GOLD_sup,WIN_WARDkill,LOSE_WARDkill,WIN_Inhibitor,LOSE_Inhibitor,WIN_TOWERkill,LOSE_TOWERkill,WIN_WARDplaced,LOSE_WARDplaced
420,KR_6777016577,1,-1,1,1,6,0,0,0,0,5,5,2,4,3,2,1,1,2,3,1,1,1,2,2,2,1,3,3,4,1,1,20,11,0,14,3,4,13,0,13,16,12,9,11,8,7,10,9,10,9,8,128,6,122,111,32,111,5,104,136,6,0,92,0,0,0,0,83,0,0,0,7026,6395,5748,5458,3780,4815,5624,5383,5754,4315,5,10,0,0,1,1,30,35
440,KR_6791497577,1,-1,0,0,4,0,0,0,0,8,6,1,3,2,0,4,2,1,1,2,1,2,0,3,2,0,2,2,4,1,1,17,10,0,22,22,1,18,0,20,20,9,8,10,7,10,10,7,10,8,8,104,5,120,8,92,84,3,113,105,4,0,75,0,0,0,0,56,0,0,4,4632,5255,5464,3669,5814,4650,4092,4936,5149,3845,6,12,0,0,0,0,45,25
420,KR_6746901298,1,1,1,-1,2,0,0,0,0,6,3,3,0,3,0,2,2,2,2,0,1,4,1,1,0,1,3,1,2,1,1,1,10,0,7,7,11,1,7,0,0,10,10,11,9,8,11,9,11,9,6,111,9,109,148,11,125,10,141,113,17,0,86,0,0,0,0,84,0,0,0,6282,5390,5814,6177,4165,5707,5393,6427,4538,3165,4,8,0,0,1,1,41,21
420,KR_6767689470,-1,1,-1,1,5,0,0,1,1,8,8,4,0,0,3,2,3,0,0,1,3,3,0,0,1,3,3,2,0,1,3,0,9,0,9,15,0,18,0,11,7,10,9,11,8,6,9,8,11,8,7,110,14,121,108,17,61,3,120,111,3,4,92,0,0,0,0,59,0,0,0,6808,5056,4577,5565,3944,4827,4505,4694,4800,4371,7,5,0,0,1,0,40,52
420,KR_6689715247,1,-1,-1,1,6,0,0,0,0,6,10,0,0,2,2,2,3,3,2,1,2,3,4,2,0,2,0,0,2,2,2,0,8,0,20,20,21,28,10,12,19,10,7,10,10,7,10,9,10,9,7,116,1,109,142,30,108,5,98,138,25,3,64,0,0,0,0,80,0,0,0,4802,3872,6568,6208,4284,5777,6359,5290,5609,4080,17,9,0,0,0,0,29,41
420,KR_6710204166,-1,1,-1,1,1,0,0,0,0,10,3,3,4,0,7,2,1,2,3,1,0,2,2,2,1,1,3,2,1,5,5,11,26,3,28,35,0,15,21,0,11,11,9,11,9,8,9,9,11,8,7,123,6,135,126,22,80,7,146,97,9,4,68,0,0,0,4,88,0,0,0,7391,6138,5310,8145,4346,4147,5967,6882,4976,3329,6,11,0,0,2,0,35,26
420,KR_6740637710,1,1,-1,1,1,0,0,0,0,9,6,3,4,4,0,2,1,4,1,3,0,2,3,1,2,2,2,3,4,4,1,0,28,9,24,7,15,0,6,0,23,10,9,11,9,8,10,9,10,8,8,107,9,123,138,16,98,12,113,114,27,0,72,0,0,0,0,75,0,0,0,5866,6487,6918,6257,5222,5080,6314,4889,5988,3824,13,9,0,0,2,0,32,54
420,KR_6794183009,-1,0,1,0,0,0,0,0,0,4,9,3,2,5,1,4,3,3,2,4,0,4,2,4,2,0,2,5,3,1,4,3,34,8,10,18,11,2,12,0,23,10,9,10,9,8,11,8,10,8,8,74,5,100,115,7,96,18,110,110,19,0,79,0,0,4,0,68,0,0,0,5045,5757,6040,5248,5157,5479,5421,5525,5708,3481,10,3,0,0,0,0,29,27
420,KR_6789010661,1,-1,1,1,6,1,1,0,0,8,8,1,7,6,4,1,1,2,2,0,1,2,2,1,1,0,2,4,6,6,1,1,13,24,27,57,21,22,0,6,6,11,10,11,9,9,11,8,9,7,9,99,20,121,110,28,118,10,104,9,126,0,84,0,0,0,0,80,0,0,0,4491,7488,7156,6187,4493,5157,5162,5313,3483,5237,12,15,0,0,1,0,71,285
420,KR_6732745113,1,1,1,1,5,0,0,0,0,10,13,3,4,1,5,1,3,3,0,6,0,3,2,0,3,4,4,1,3,2,4,3,28,11,29,60,0,26,11,31,79,11,10,11,9,8,10,8,11,9,7,104,16,109,111,7,91,14,107,105,21,0,92,0,0,0,0,76,0,0,0,5765,7916,5085,8103,4605,5599,5493,4568,7325,4165,11,11,0,0,2,0,36,33
