Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_LV,Diff_CS,Diff_jglCS,Diff_Kill,Diff_Asisst,Diff_WARDplaced,Diff_WARDkill,Diff_Inhibitor,Diff_TOWERkill,result,FirstDragon_AIR_DRAGON,FirstDragon_EARTH_DRAGON,FirstDragon_FIRE_DRAGON,FirstDragon_WATER_DRAGON,FirstDragon_HEXTECH_DRAGON,FirstDragon_CHEMTECH_DRAGON
1,1,1,0,2,24,16,6,77,-5,0,0,0,1,0,0,0,0,1,0
1,1,1,0,3,7,17,8,43,4,1,0,0,1,0,0,0,0,1,0
1,1,1,0,1,34,8,8,29,-5,-1,0,0,1,1,0,0,0,0,0
1,-1,1,0,4,43,-8,10,25,3,-2,0,0,1,0,0,0,0,0,0
-1,-1,1,0,-2,-3,-15,-4,-59,1,1,0,0,1,0,0,0,0,0,0
1,1,0,0,3,24,-2,9,46,-3,2,0,0,1,0,0,1,0,0,0
-1,1,1,0,-1,6,24,0,6,6,-2,0,0,1,0,0,0,0,1,0
-1,0,0,0,2,17,9,2,1,3,-3,0,0,1,0,0,0,0,0,0
1,-1,-1,0,1,-6,3,-1,-7,-1,3,0,0,1,0,0,0,0,0,0
1,0,1,0,5,7,12,4,5,-17,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,52,6,2,9,1,1,0,0,1,0,0,0,0,1,0
-1,-1,1,0,1,20,-4,2,10,5,0,0,0,1,0,0,0,0,0,0
-1,1,1,0,1,23,-8,-1,-15,1,-1,0,0,1,1,0,0,0,0,0
1,1,-1,0,0,20,20,1,10,-2,6,0,0,1,0,0,0,0,1,0
-1,1,-1,0,2,-23,1,-1,-1,-145,1,0,0,1,0,0,1,0,0,0
1,0,1,0,2,13,0,2,32,-7,-1,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-1,46,2,-4,-31,1,4,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-1,9,-20,1,14,-2,2,0,0,1,0,0,0,0,0,1
1,0,-1,0,-2,-28,-7,0,3,6,-5,0,0,1,0,0,0,0,0,0
1,1,1,0,1,42,0,8,44,8,-1,0,0,1,0,0,0,1,0,0
1,-1,1,0,2,70,-12,2,8,27,-2,0,0,1,0,0,0,0,0,0
1,0,1,0,0,34,13,3,39,16,-1,0,0,1,0,0,0,0,0,0
1,1,-1,0,2,39,-1,5,6,1,4,0,0,1,0,1,0,0,0,0
-1,1,-1,0,1,4,0,2,18,-26,0,0,0,1,1,0,0,0,0,0
1,-1,1,0,0,27,7,-1,-8,18,5,0,0,1,0,0,0,0,0,0
-1,1,-1,0,2,35,0,3,-2,-94,0,0,0,1,0,1,0,0,0,0
1,1,0,0,1,17,12,9,40,26,-4,0,0,1,0,1,0,0,0,0
1,-1,1,0,1,4,20,2,11,-3,4,0,0,1,0,0,0,0,0,0
-1,-1,1,0,0,13,-1,-1,-14,-20,4,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-2,-16,-4,-2,-14,1,0,0,0,1,0,0,0,0,0,0
1,1,-1,0,0,-2,-3,-2,0,4,-1,0,0,1,0,0,0,1,0,0
1,-1,1,0,0,-37,0,3,5,2,0,0,0,1,0,0,0,0,0,0
1,0,1,0,2,32,10,4,-10,-3,1,0,0,1,0,0,0,0,0,0
-1,1,-1,0,2,24,12,1,-3,-2,-2,0,0,1,0,0,0,1,0,0
1,-1,1,0,1,-9,0,4,-2,3,0,0,0,1,0,0,0,0,0,0
-1,1,-1,0,0,6,-15,2,17,-4,-4,0,0,1,0,0,0,0,0,1
-1,-1,-1,0,1,3,6,1,-7,0,4,0,0,1,0,0,0,0,0,0
1,0,-1,0,-1,-5,-1,-2,-35,-4,0,0,0,1,0,0,0,0,0,0
-1,1,-1,0,1,27,0,-3,-23,6,-5,0,0,1,0,1,0,0,0,0
-1,1,0,0,1,42,-22,5,19,242,2,0,0,1,0,0,0,0,1,0
-1,-1,-1,0,0,16,12,-4,-22,-12,8,0,0,1,0,0,0,0,0,0
-1,0,-1,0,1,-4,0,3,-1,3,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,2,20,2,4,4,-1,0,0,0,1,0,0,0,0,0,0
-1,1,1,0,0,18,18,2,15,0,6,0,0,1,0,0,0,0,0,1
-1,0,1,1,2,10,3,2,0,0,-1,0,1,1,0,0,0,0,0,0
1,1,1,0,-2,-10,5,-1,-4,1,-3,0,0,1,0,1,0,0,0,0
1,1,1,0,0,12,-5,-1,-8,-173,3,0,0,1,0,0,0,0,0,1
1,1,-1,0,1,18,-9,1,-4,-3,3,0,0,1,0,1,0,0,0,0
1,1,-1,1,-2,-7,-11,-1,9,-11,-1,0,1,1,0,1,0,0,0,0
1,1,1,0,2,27,-2,6,32,2,1,0,0,1,0,0,0,1,0,0
-1,-1,0,0,-1,-4,4,-3,7,25,3,0,0,1,0,0,0,0,0,0
-1,1,-1,0,4,92,-4,8,36,2,1,0,0,1,0,0,1,0,0,0
-1,1,-1,0,1,33,12,1,-12,0,2,0,0,1,1,0,0,0,0,0
1,1,-1,0,1,46,8,6,27,17,1,0,0,1,0,0,0,1,0,0
1,-1,0,0,1,53,12,3,22,0,-1,0,0,1,0,0,0,0,0,0
-1,0,0,0,3,-22,20,6,19,2,0,0,0,1,0,0,0,0,0,0
-1,-1,1,0,1,6,24,2,6,-6,4,0,0,1,0,0,0,0,0,0
-1,0,1,0,4,91,8,7,3,1,5,0,0,1,0,0,0,0,0,0
1,0,1,0,0,35,-4,4,15,7,-2,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-1,0,-10,-1,-3,4,-1,0,0,1,0,0,0,1,0,0
1,0,0,0,-1,9,3,3,63,20,-2,0,0,1,0,0,0,0,0,0
-1,0,-1,0,0,13,-5,-1,3,10,1,0,0,1,0,0,0,0,0,0
-1,1,1,0,0,26,13,2,6,3,-2,0,0,1,1,0,0,0,0,0
1,1,-1,0,3,5,-1,7,37,-19,4,0,0,1,0,0,0,0,0,1
-1,-1,0,0,-3,-54,-13,-5,-36,-19,-2,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,4,4,-3,-40,18,-5,0,0,1,0,0,0,0,0,0
1,1,-1,0,-1,20,-16,2,35,-1,1,0,0,1,0,0,1,0,0,0
-1,1,1,0,3,29,0,6,21,6,-3,0,0,1,0,0,0,0,1,0
1,-1,1,0,1,13,21,1,8,-5,0,0,0,1,0,0,0,0,0,0
-1,1,1,0,1,28,-13,6,22,3,-1,0,0,1,0,1,0,0,0,0
1,-1,-1,0,1,2,2,-3,-24,-17,0,0,0,1,0,0,0,0,0,0
1,-1,1,0,0,-12,8,-1,2,-1,7,0,0,1,0,0,0,0,0,0
-1,1,-1,0,1,-1,26,2,18,0,-1,0,0,1,0,0,0,0,1,0
1,1,1,0,5,35,29,10,25,-14,0,0,0,1,0,0,0,0,1,0
1,-1,0,0,-2,-25,-15,0,11,0,5,0,0,1,0,0,0,0,0,0
1,1,1,-1,2,72,-8,2,19,3,-4,0,-1,1,0,0,0,0,1,0
1,1,0,0,0,3,23,0,-17,1,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,36,4,1,-6,7,2,0,0,1,0,0,0,0,0,0
1,1,-1,0,1,0,0,5,15,-33,-3,0,0,1,0,0,1,0,0,0
1,0,1,0,0,-14,-4,2,42,3,-2,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-1,26,4,-1,-43,12,-4,0,0,1,0,0,0,1,0,0
-1,0,1,0,3,42,4,9,28,-4,5,0,0,1,0,0,0,0,0,0
1,-1,1,0,3,26,11,13,63,-9,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,0,1,14,1,-9,-2,-1,0,0,1,0,0,0,0,0,0
1,1,1,0,1,36,0,2,46,-4,0,0,0,1,0,0,0,1,0,0
1,0,-1,0,3,-25,3,5,8,-5,1,0,0,1,0,0,0,0,0,0
1,1,0,0,-1,12,15,-1,-24,-1,0,0,0,1,0,1,0,0,0,0
1,1,1,0,1,18,2,1,-1,0,-2,0,0,1,0,0,0,0,1,0
1,1,-1,0,1,20,-4,1,5,5,0,0,0,1,0,0,0,1,0,0
1,1,1,0,2,21,26,3,-1,-15,1,0,0,1,1,0,0,0,0,0
1,0,1,0,1,25,4,4,33,-2,1,0,0,1,0,0,0,0,0,0
-1,0,-1,0,-2,30,-20,-1,-18,7,0,0,0,1,0,0,0,0,0,0
1,-1,1,0,0,-1,6,3,52,27,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,-19,9,5,30,3,-3,0,0,1,0,0,0,1,0,0
1,0,0,0,0,14,12,-2,-39,2,1,0,0,1,0,0,0,0,0,0
1,0,-1,0,0,-20,1,-2,11,6,-7,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-1,33,8,-5,-15,4,4,0,0,1,0,0,0,0,0,1
1,1,0,0,-2,-19,-12,1,2,0,-1,0,0,1,0,0,0,0,1,0
-1,0,1,0,1,13,12,0,-7,17,2,0,0,1,0,0,0,0,0,0
-1,-1,0,0,3,-2,-11,11,37,7,3,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-3,-18,-22,-4,-14,5,-1,0,0,1,0,0,0,0,0,0
-1,0,1,0,0,24,-12,2,-15,7,0,0,0,1,0,0,0,0,0,0
1,-1,-1,0,4,40,-4,8,37,2,1,0,0,1,0,0,0,0,0,0
-1,0,1,0,4,53,8,2,1,3,-3,0,0,1,0,0,0,0,0,0
1,1,1,0,3,6,16,2,11,4,2,0,0,1,0,1,0,0,0,0
1,0,1,0,2,-5,24,4,20,0,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,-1,-2,-1,0,13,-11,4,0,0,1,0,0,0,0,0,0
1,0,1,0,0,26,0,-2,11,-29,0,0,0,1,0,0,0,0,0,0
1,1,-1,0,3,20,23,8,86,-1,2,0,0,1,1,0,0,0,0,0
-1,0,0,0,0,22,0,-2,15,-15,-2,0,0,1,0,0,0,0,0,0
1,0,-1,0,-2,-15,-44,-1,3,-22,-3,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,10,-3,5,17,-3,4,0,0,1,0,0,0,0,0,0
1,0,0,0,1,31,8,-4,-17,15,0,0,0,1,0,0,0,0,0,0
1,-1,-1,0,1,11,8,5,39,7,-6,0,0,1,0,0,0,0,0,0
1,1,1,-1,-1,29,4,-2,-13,1,3,0,-1,1,0,0,1,0,0,0
1,-1,-1,0,-1,-18,-20,-2,-14,-2,-1,0,0,1,0,0,0,0,0,0
-1,1,1,0,2,21,13,-1,-13,-18,5,0,0,1,1,0,0,0,0,0
-1,-1,0,0,3,30,25,2,-15,-4,4,0,0,1,0,0,0,0,0,0
-1,0,-1,0,1,-1,-4,-1,-2,-10,1,0,0,1,0,0,0,0,0,0
1,0,0,0,2,26,-5,-1,-20,-29,3,0,0,1,0,0,0,0,0,0
1,0,0,0,0,18,18,3,10,0,2,0,0,1,0,0,0,0,0,0
-1,0,-1,0,0,40,-17,-5,-26,1,-1,0,0,1,0,0,0,0,0,0
-1,0,1,0,-1,-17,-9,-1,-13,1,-3,0,0,1,0,0,0,0,0,0
1,0,0,0,0,-1,-5,4,33,2,-3,0,0,1,0,0,0,0,0,0
1,1,1,0,4,-2,10,3,4,6,-2,0,0,1,0,0,0,1,0,0
-1,0,1,0,1,50,1,5,17,1,1,0,0,1,0,0,0,0,0,0
-1,0,-1,0,1,14,-1,2,11,-1,4,0,0,1,0,0,0,0,0,0
1,0,0,0,-2,-1,7,-2,13,-1,2,0,0,1,0,0,0,0,0,0
1,0,-1,0,1,0,-6,4,26,-19,-3,0,0,1,0,0,0,0,0,0
-1,0,0,0,0,9,17,7,27,-3,-1,0,0,1,0,0,0,0,0,0
-1,0,1,0,3,23,-4,3,7,20,-1,0,0,1,0,0,0,0,0,0
1,1,1,0,4,13,27,4,8,1,-2,0,0,1,1,0,0,0,0,0
1,-1,0,0,0,47,-7,7,21,16,-3,0,0,1,0,0,0,0,0,0
1,0,0,0,1,33,-8,4,9,-2,1,0,0,1,0,0,0,0,0,0
-1,0,-1,0,-5,1,-15,0,14,-6,6,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-1,9,-2,3,22,3,0,0,0,1,0,0,1,0,0,0
1,1,1,0,2,17,4,1,-10,2,0,0,0,1,0,0,0,0,0,1
1,0,1,0,-2,-42,4,1,10,4,0,0,0,1,0,0,0,0,0,0
1,-1,0,0,2,63,12,5,15,-3,2,0,0,1,0,0,0,0,0,0
1,1,-1,0,0,-15,12,1,4,1,2,0,0,1,1,0,0,0,0,0
1,0,1,0,-2,2,12,0,-10,-1,-1,0,0,1,0,0,0,0,0,0
1,-1,0,0,2,42,-20,2,2,4,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,5,-3,2,-1,2,-2,0,0,1,0,0,0,0,0,0
1,1,0,0,0,-18,5,0,29,14,1,0,0,1,0,0,0,0,1,0
-1,-1,-1,0,-1,-7,-6,-8,-45,-2,0,0,0,1,0,0,0,0,0,0
1,1,0,0,2,-5,-4,5,26,-4,1,0,0,1,0,1,0,0,0,0
1,0,0,0,2,8,29,7,32,31,-3,0,0,1,0,0,0,0,0,0
1,-1,1,0,0,17,2,-1,-13,-6,1,0,0,1,0,0,0,0,0,0
-1,-1,1,0,0,9,4,-4,-32,-3,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,-2,32,2,9,8,0,0,0,1,0,0,0,0,0,0
1,1,-1,0,1,28,-3,6,27,-3,4,0,0,1,0,0,0,0,0,1
-1,-1,-1,0,1,9,4,-1,-13,-15,-1,0,0,1,0,0,0,0,0,0
-1,1,-1,0,0,17,9,-1,-7,2,-2,0,0,1,1,0,0,0,0,0
1,0,-1,0,0,7,-4,1,13,2,1,0,0,1,0,0,0,0,0,0
1,0,1,0,1,32,16,3,8,1,-3,0,0,1,0,0,0,0,0,0
1,0,0,0,3,-6,4,6,13,2,-3,0,0,1,0,0,0,0,0,0
1,1,0,0,2,55,14,4,6,2,0,0,0,1,1,0,0,0,0,0
-1,1,1,0,3,42,3,3,-2,-13,3,0,0,1,0,1,0,0,0,0
1,-1,1,0,2,40,8,3,6,-3,2,0,0,1,0,0,0,0,0,0
1,1,0,0,5,73,-8,2,8,-25,12,0,0,1,1,0,0,0,0,0
-1,1,-1,0,0,31,-14,4,29,-1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,23,-12,5,35,8,-2,0,0,1,1,0,0,0,0,0
-1,-1,0,0,-2,-31,4,-4,-15,-4,-4,0,0,1,0,0,0,0,0,0
1,0,1,0,2,4,9,13,69,8,-1,0,0,1,0,0,0,0,0,0
1,-1,1,0,1,-8,7,2,8,5,-1,0,0,1,0,0,0,0,0,0
-1,-1,-1,0,-2,27,-30,-3,-19,-5,2,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-1,1,-4,0,6,35,-2,0,0,1,0,0,0,0,0,1
1,0,1,0,2,-26,11,5,33,3,-5,0,0,1,0,0,0,0,0,0
1,1,0,0,1,2,14,2,-11,-3,1,0,0,1,1,0,0,0,0,0
-1,-1,1,0,4,45,12,2,18,2,-2,0,0,1,0,0,0,0,0,0
1,0,0,0,0,-31,-21,2,-7,5,-1,0,0,1,0,0,0,0,0,0
1,0,1,0,0,45,12,5,36,-24,2,0,0,1,0,0,0,0,0,0
1,0,0,0,1,-1,0,6,36,-5,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,22,0,10,52,7,0,0,0,1,1,0,0,0,0,0
1,1,-1,0,-1,-33,4,2,32,0,2,0,0,1,0,0,1,0,0,0
-1,1,1,0,1,39,8,3,20,-26,3,0,0,1,0,0,1,0,0,0
1,1,-1,0,0,-6,-2,3,14,-2,-2,0,0,1,1,0,0,0,0,0
1,0,-1,0,-1,-11,-20,0,-25,-18,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,-1,-24,5,-3,-2,18,-3,0,0,1,0,0,0,0,0,0
1,0,0,0,0,-1,8,2,-1,47,3,0,0,1,0,0,0,0,0,0
1,-1,-1,0,-5,-33,-20,3,32,-8,0,0,0,1,0,0,0,0,0,0
1,1,-1,0,1,-2,5,2,17,-18,1,0,0,1,0,0,0,0,0,1
1,1,0,0,4,-17,20,15,57,7,-1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,9,0,-3,-8,-1,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,2,2,0,0,-9,5,-2,0,0,1,0,0,0,0,0,0
-1,1,1,0,-1,-33,5,0,-13,-2,-3,0,0,1,0,1,0,0,0,0
1,0,0,0,0,-7,-4,4,29,-1,2,0,0,1,0,0,0,0,0,0
-1,0,1,0,0,14,1,-1,12,-4,3,0,0,1,0,0,0,0,0,0
-1,0,1,0,4,22,12,-2,-8,-47,0,0,0,1,0,0,0,0,0,0
-1,1,1,0,2,14,13,4,-1,2,2,0,0,1,0,0,1,0,0,0
1,1,-1,0,0,4,-9,3,33,-26,3,0,0,1,0,1,0,0,0,0
1,-1,1,0,0,19,-12,5,19,-4,8,0,0,1,0,0,0,0,0,0
-1,-1,1,0,2,13,1,-1,-21,5,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,1,-1,15,2,12,4,-1,0,0,1,0,0,0,0,0,0
1,1,-1,0,0,-19,1,0,7,1,0,0,0,1,1,0,0,0,0,0
1,-1,1,0,-1,-52,-2,5,20,3,0,0,0,1,0,0,0,0,0,0
-1,1,0,0,1,32,0,7,6,4,3,0,0,1,0,0,0,1,0,0
-1,0,-1,0,1,-6,0,1,14,2,4,0,0,1,0,0,0,0,0,0
1,-1,1,0,2,5,21,5,22,-1,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,17,20,0,-16,-3,-3,0,0,1,0,0,0,0,0,0
1,0,-1,0,1,53,-11,3,1,8,0,0,0,1,0,0,0,0,0,0
-1,0,-1,0,-2,-36,-3,2,5,0,-1,0,0,1,0,0,0,0,0,0
1,1,-1,0,2,34,16,5,15,2,0,0,0,1,1,0,0,0,0,0
-1,1,-1,0,0,8,4,-1,4,9,-5,0,0,1,0,0,0,0,0,1
-1,0,0,0,1,-20,-7,0,-10,-6,5,0,0,1,0,0,0,0,0,0
1,1,0,0,5,70,21,10,51,6,0,0,0,1,0,0,0,0,0,1
1,1,-1,0,1,2,-4,1,7,30,3,0,0,1,0,0,1,0,0,0
-1,0,-1,1,1,43,-13,1,-18,-20,0,0,1,1,0,0,0,0,0,0
1,1,1,0,2,51,21,9,55,2,0,0,0,1,0,0,0,0,1,0
1,1,1,0,1,39,4,0,-9,-21,12,0,0,1,0,0,0,0,1,0
-1,0,0,0,1,-21,-27,6,48,-19,-1,0,0,1,0,0,0,0,0,0
1,0,1,0,3,36,7,3,10,2,-1,0,0,1,0,0,0,0,0,0
1,0,1,-1,-1,9,-7,-5,-15,-1,1,0,-1,1,0,0,0,0,0,0
1,0,0,1,5,87,26,11,38,14,1,0,1,1,0,0,0,0,0,0
1,1,0,0,2,24,-7,8,62,-10,-4,0,0,1,1,0,0,0,0,0
-1,1,-1,0,-2,-19,0,4,27,-6,-1,0,0,1,0,0,0,0,1,0
1,1,1,0,3,-15,-3,3,36,-7,0,0,0,1,0,0,0,1,0,0
1,1,-1,0,-1,24,-22,8,45,23,1,0,0,1,1,0,0,0,0,0
-1,1,1,0,3,-9,20,5,9,-1,4,0,0,1,0,1,0,0,0,0
1,0,1,0,4,44,6,6,35,1,-5,0,0,1,0,0,0,0,0,0
1,0,1,0,2,-9,12,4,63,1,2,0,0,1,0,0,0,0,0,0
-1,-1,1,0,0,-8,12,-5,-19,2,0,0,0,1,0,0,0,0,0,0
1,-1,1,0,3,23,8,-1,-17,3,-1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,3,8,-1,3,-1,1,0,0,1,0,0,0,0,0,0
1,0,1,0,2,10,13,4,11,19,2,0,0,1,0,0,0,0,0,0
-1,0,-1,1,1,32,-8,0,-17,3,3,0,1,1,0,0,0,0,0,0
1,1,1,0,3,-18,12,10,65,5,2,0,0,1,1,0,0,0,0,0
1,1,0,0,1,-2,-4,4,18,0,-3,0,0,1,0,0,0,0,0,1
-1,0,-1,0,-3,27,-5,-4,-24,-139,2,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,14,22,-3,-20,-3,0,0,0,1,0,0,0,0,0,0
-1,-1,1,0,0,1,12,1,18,5,1,0,0,1,0,0,0,0,0,0
1,1,1,0,1,35,8,5,22,9,2,0,0,1,0,0,1,0,0,0
-1,1,-1,0,-2,32,-4,-3,-1,-4,4,0,0,1,0,0,1,0,0,0
1,-1,1,0,3,19,18,9,25,-2,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,-10,-9,-2,-23,-5,7,0,0,1,0,0,0,0,0,0
1,0,-1,0,0,18,-16,5,22,4,1,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-1,0,1,-5,-17,-2,6,0,0,1,0,0,0,0,0,0
1,1,1,0,0,3,1,1,19,6,-2,0,0,1,0,0,0,1,0,0
-1,1,1,0,3,-33,6,1,-9,4,2,0,0,1,0,0,0,0,1,0
1,1,1,0,-1,-20,-9,0,39,-1,2,0,0,1,0,0,1,0,0,0
1,-1,0,0,0,-29,-11,5,34,6,-1,0,0,1,0,0,0,0,0,0
-1,0,-1,0,0,20,4,-2,-25,1,-1,0,0,1,0,0,0,0,0,0
-1,-1,1,0,-2,-7,6,-3,-26,5,1,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-1,12,-3,-3,-17,5,-1,0,0,1,0,0,0,0,0,0
-1,0,1,0,1,35,14,4,19,2,-2,0,0,1,0,0,0,0,0,0
-1,-1,0,0,0,16,4,3,15,6,-3,0,0,1,0,0,0,0,0,0
-1,0,0,0,3,58,3,3,-6,-13,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,29,8,5,32,0,2,0,0,1,0,0,0,0,1,0
1,0,1,0,2,23,12,3,15,-1,-1,0,0,1,0,0,0,0,0,0
1,-1,1,0,0,-53,18,2,24,3,-6,0,0,1,0,0,0,0,0,0
-1,1,-1,0,1,-10,0,5,18,-2,-3,0,0,1,0,0,0,1,0,0
1,1,-1,0,0,-6,12,2,10,-4,-1,0,0,1,0,0,0,0,1,0
-1,-1,1,0,-2,8,16,-2,-29,1,-5,0,0,1,0,0,0,0,0,0
1,1,1,0,0,-28,16,3,53,6,-4,0,0,1,0,0,0,1,0,0
-1,0,1,0,1,-3,10,5,20,1,-1,0,0,1,0,0,0,0,0,0
1,1,1,0,3,19,4,1,6,7,-1,0,0,1,1,0,0,0,0,0
1,1,0,0,3,15,32,1,2,-28,0,0,0,1,1,0,0,0,0,0
1,1,1,0,1,20,8,3,23,-5,4,0,0,1,0,0,0,0,0,1
1,1,0,0,1,-2,2,10,42,5,-3,0,0,1,0,0,0,0,0,1
1,0,1,0,0,31,9,1,-21,-2,3,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-2,-22,-16,-4,15,6,-4,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-2,-34,-9,0,-8,-21,1,0,0,1,0,0,1,0,0,0
1,1,0,0,-2,-17,0,0,10,-5,-1,0,0,1,0,0,0,0,1,0
1,1,0,0,1,21,-12,1,9,0,0,0,0,1,1,0,0,0,0,0
1,-1,1,0,0,29,-24,3,20,3,1,0,0,1,0,0,0,0,0,0
1,-1,1,0,2,-3,1,10,40,-1,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,-17,3,5,65,-1,-2,0,0,1,0,0,0,0,0,0
1,0,1,0,3,13,0,6,20,1,2,0,0,1,0,0,0,0,0,0
1,1,1,0,2,-56,25,4,7,28,3,0,0,1,0,0,1,0,0,0
-1,1,1,0,2,45,-4,3,34,1,3,0,0,1,0,1,0,0,0,0
1,-1,0,0,-2,-2,-25,2,16,4,-1,0,0,1,0,0,0,0,0,0
1,-1,1,0,1,-23,19,-3,16,-12,-4,0,0,1,0,0,0,0,0,0
1,0,0,0,-1,-35,6,-1,8,6,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,14,12,-3,-3,-3,-2,0,0,1,0,0,0,0,0,1
-1,0,1,0,0,-34,-7,-3,-7,11,3,0,0,1,0,0,0,0,0,0
1,1,-1,0,-1,-4,-8,-2,8,0,2,0,0,1,0,1,0,0,0,0
-1,0,1,0,-2,-19,-2,-7,-43,-9,-2,0,0,1,0,0,0,0,0,0
1,0,0,0,-2,-19,8,3,39,-7,2,0,0,1,0,0,0,0,0,0
1,-1,1,0,0,19,-8,3,14,2,-3,0,0,1,0,0,0,0,0,0
1,1,1,0,1,-2,16,-1,4,6,-2,0,0,1,0,1,0,0,0,0
-1,1,-1,0,1,20,15,-4,-53,-8,4,0,0,1,0,0,0,0,0,1
-1,0,-1,0,-1,17,9,0,5,-5,4,0,0,1,0,0,0,0,0,0
1,1,1,0,1,29,-10,4,15,1,6,0,0,1,0,0,1,0,0,0
-1,0,-1,0,1,11,0,3,-9,-3,2,0,0,1,0,0,0,0,0,0
1,-1,1,0,1,24,-11,3,12,7,-3,0,0,1,0,0,0,0,0,0
1,0,-1,0,2,50,28,9,46,-3,-2,0,0,1,0,0,0,0,0,0
-1,1,0,0,-3,-32,-12,-7,-16,-4,3,0,0,1,0,0,0,0,1,0
1,0,1,0,4,-16,26,9,47,-1,3,0,0,1,0,0,0,0,0,0
1,1,0,0,0,-7,3,6,36,2,4,0,0,1,0,0,0,0,0,1
1,1,0,0,0,9,19,0,-1,-12,-1,0,0,1,0,0,0,0,0,1
