Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_LV,Diff_CS,Diff_jglCS,Diff_Kill,Diff_Asisst,Diff_WARDplaced,Diff_WARDkill,Diff_Inhibitor,Diff_TOWERkill,result,FirstDragon_AIR_DRAGON,FirstDragon_EARTH_DRAGON,FirstDragon_FIRE_DRAGON,FirstDragon_WATER_DRAGON,FirstDragon_HEXTECH_DRAGON,FirstDragon_CHEMTECH_DRAGON
1,0,0,0,-1,21,0,2,14,3,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,36,4,3,14,-1,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,27,8,0,4,-3,1,0,0,1,0,0,0,0,1,0
-1,0,0,0,-2,10,-5,-5,9,0,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,3,8,-19,1,17,0,1,0,0,1,0,0,0,0,0,0
-1,1,0,0,4,18,18,1,5,-4,2,0,0,1,0,0,0,0,0,1
-1,1,0,0,4,61,0,10,28,-40,0,0,0,1,0,0,0,1,0,0
1,1,0,0,5,46,11,8,43,5,-2,0,0,1,0,0,0,0,0,1
-1,0,0,0,0,-29,14,-1,-40,-5,0,0,0,1,0,0,0,0,0,0
1,0,-1,0,2,3,-4,3,32,-1,0,0,0,1,0,0,0,0,0,0
1,-1,-1,0,0,22,-6,-4,11,5,2,0,0,1,0,0,0,0,0,0
-1,-1,0,0,0,28,6,0,-6,-3,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,-35,20,-5,-12,2,-1,0,0,1,0,0,0,0,0,0
1,0,-1,0,0,-19,-4,2,10,4,1,0,0,1,0,0,0,0,0,0
-1,1,1,0,2,15,-9,5,41,6,1,0,0,1,0,1,0,0,0,0
-1,1,0,0,1,18,4,5,30,2,1,0,0,1,1,0,0,0,0,0
1,0,0,0,-1,39,-5,-4,-12,1,0,0,0,1,0,0,0,0,0,0
1,0,1,0,3,3,4,5,2,1,3,0,0,1,0,0,0,0,0,0
-1,1,1,0,1,-40,16,-1,-8,-52,-1,0,0,1,0,1,0,0,0,0
1,0,0,0,1,60,8,1,-10,1,1,0,0,1,0,0,0,0,0,0
1,0,1,0,-1,-19,-8,-1,0,15,-10,0,0,1,0,0,0,0,0,0
-1,1,0,0,1,34,8,-1,2,0,0,0,0,1,0,0,1,0,0,0
-1,1,0,0,1,-5,-4,2,1,20,-3,0,0,1,0,0,0,0,0,1
1,1,1,0,-1,-1,6,0,12,-253,-2,0,0,1,0,0,0,1,0,0
-1,0,1,0,1,39,-13,6,11,26,-10,0,0,1,0,0,0,0,0,0
1,1,1,0,1,20,14,1,7,2,2,0,0,1,0,1,0,0,0,0
1,0,0,0,-1,-20,-18,2,13,-2,-1,0,0,1,0,0,0,0,0,0
-1,-1,0,0,0,35,-4,-4,-12,-6,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,21,8,8,40,-69,1,0,0,1,0,1,0,0,0,0
1,-1,0,0,-2,-12,28,-1,0,1,-3,0,0,1,0,0,0,0,0,0
-1,-1,-1,0,0,-23,-1,6,24,3,1,0,0,1,0,0,0,0,0,0
1,0,0,0,2,54,1,7,21,1,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,67,12,1,8,-28,-3,0,0,1,0,0,0,0,0,0
1,-1,-1,0,-1,21,-20,-3,14,-1,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,12,0,0,-5,-2,0,0,1,1,0,0,0,0,0
1,0,1,0,2,41,3,7,25,-189,-1,0,0,1,0,0,0,0,0,0
1,1,-1,1,5,59,-12,3,4,6,-1,0,0,1,1,0,0,0,0,0
1,-1,0,0,-4,-69,-25,3,15,-2,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,0,0,16,0,7,-37,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,30,4,-7,-77,-10,-2,0,0,1,0,0,0,0,0,0
1,1,0,0,2,15,-2,2,47,2,2,0,0,1,0,0,0,1,0,0
1,0,0,0,2,42,15,2,29,5,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,35,17,1,5,1,1,0,0,1,1,0,0,0,0,0
-1,0,0,0,1,6,4,-3,-4,-60,-4,0,0,1,0,0,0,0,0,0
1,0,0,0,1,60,-13,5,16,-2,0,0,0,1,0,0,0,0,0,0
-1,-1,-1,0,0,-10,4,1,-29,-128,2,0,0,1,0,0,0,0,0,0
1,0,1,0,3,-10,13,9,15,3,0,0,0,1,0,0,0,0,0,0
1,0,-1,0,1,-5,16,0,-9,1,-1,0,0,1,0,0,0,0,0,0
-1,-1,1,0,-2,-11,12,1,12,-2,-2,0,0,1,0,0,0,0,0,0
1,0,0,0,-1,-6,-20,3,22,8,-1,0,0,1,0,0,0,0,0,0
-1,0,1,0,-3,17,-8,-4,-51,144,2,0,0,1,0,0,0,0,0,0
1,-1,-1,0,1,-36,4,-1,-22,20,2,0,0,1,0,0,0,0,0,0
1,0,0,0,4,34,5,8,1,2,0,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-2,45,16,-13,-61,-2,-3,0,0,1,0,0,0,0,0,0
1,0,0,0,3,42,4,4,12,-63,2,0,0,1,0,0,0,0,0,0
1,0,0,0,-1,19,-8,2,25,-3,1,0,0,1,0,0,0,0,0,0
-1,1,0,0,2,17,-10,-1,-17,181,9,0,0,1,0,1,0,0,0,0
1,0,0,0,3,91,-6,6,12,-12,8,0,0,1,0,0,0,0,0,0
-1,1,0,0,1,24,11,5,-17,5,0,0,0,1,0,0,0,0,0,1
1,0,0,0,-1,46,-5,4,27,3,-1,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,-1,8,1,3,-27,20,0,0,1,0,0,0,0,0,0
-1,0,0,0,0,15,4,-5,-51,-15,-1,0,0,1,0,0,0,0,0,0
1,0,0,0,-2,-33,8,0,-13,-6,1,0,0,1,0,0,0,0,0,0
1,1,1,0,3,-6,20,10,49,-1,1,0,0,1,0,0,1,0,0,0
-1,0,1,0,1,22,7,0,15,24,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,0,13,-1,-2,7,5,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,2,42,25,1,-7,-1,2,0,0,1,0,0,0,0,0,0
1,-1,0,0,0,39,-16,2,4,0,1,0,0,1,0,0,0,0,0,0
1,-1,0,0,-4,-53,-8,1,24,-1,2,0,0,1,0,0,0,0,0,0
1,1,1,0,2,-6,28,5,22,1,-1,0,0,1,0,0,1,0,0,0
1,0,1,0,2,21,20,5,65,188,0,0,0,1,0,0,0,0,0,0
-1,-1,0,0,3,27,4,-1,-13,-3,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,3,29,13,3,24,28,-2,0,0,1,0,0,0,0,0,0
1,1,0,1,5,38,8,12,58,1,0,0,1,1,0,0,0,1,0,0
1,0,0,0,1,42,1,5,16,-2,2,0,0,1,0,0,0,0,0,0
1,0,0,0,1,48,28,2,-15,3,-1,0,0,1,0,0,0,0,0,0
1,0,0,0,5,-8,8,11,26,1,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,-1,-48,1,-7,-48,-3,0,0,0,1,0,0,0,0,0,0
1,1,0,0,-1,26,-4,-1,24,-3,2,0,0,1,1,0,0,0,0,0
-1,0,0,0,2,7,18,1,31,-3,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,-1,-1,12,-5,-11,-1,3,0,0,1,0,0,0,0,0,0
1,-1,0,0,2,-8,24,0,-8,-6,2,0,0,1,0,0,0,0,0,0
1,0,-1,0,1,-11,22,1,2,5,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,16,-1,-13,-5,0,0,0,1,0,0,0,0,0,0
1,1,-1,0,0,18,5,5,20,-3,0,0,0,1,0,0,0,0,0,1
-1,0,0,0,-1,-26,-12,-5,0,3,-2,0,0,1,0,0,0,0,0,0
1,0,-1,0,4,19,16,1,1,6,-2,0,0,1,0,0,0,0,0,0
-1,0,1,0,4,14,18,4,-13,-5,-2,0,0,1,0,0,0,0,0,0
-1,0,0,0,-1,-12,12,1,1,1,2,0,0,1,0,0,0,0,0,0
1,1,0,0,5,46,28,4,-9,-4,1,0,0,1,0,0,0,1,0,0
-1,-1,1,0,3,2,0,1,1,-25,18,0,0,1,0,0,0,0,0,0
-1,-1,0,0,2,7,8,-3,-25,-31,13,0,0,1,0,0,0,0,0,0
-1,0,-1,0,0,79,-22,1,5,7,0,0,0,1,0,0,0,0,0,0
1,0,0,0,2,25,-1,6,38,-9,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,20,12,4,10,3,0,0,0,1,0,0,1,0,0,0
-1,-1,-1,0,-1,-48,4,-3,-20,30,-11,0,0,1,0,0,0,0,0,0
1,0,0,0,4,0,23,2,7,32,-3,0,0,1,0,0,0,0,0,0
-1,-1,0,0,2,2,12,4,8,-1,-1,0,0,1,0,0,0,0,0,0
-1,0,0,0,-2,-66,-4,-1,-10,-2,1,0,0,1,0,0,0,0,0,0
1,1,0,0,-1,13,0,1,37,-9,-2,0,0,1,0,0,0,0,0,1
-1,-1,1,0,0,6,0,-1,0,1,2,0,0,1,0,0,0,0,0,0
-1,1,0,0,1,31,0,2,4,80,4,0,0,1,0,1,0,0,0,0
-1,-1,0,0,4,41,24,-2,-15,4,1,0,0,1,0,0,0,0,0,0
-1,0,0,0,0,-28,-11,3,4,71,1,0,0,1,0,0,0,0,0,0
1,1,0,0,2,46,0,6,23,-1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,0,12,-4,1,10,99,1,0,0,1,1,0,0,0,0,0
1,0,0,0,0,47,-10,-1,-4,5,0,0,0,1,0,0,0,0,0,0
1,0,0,0,-2,9,-15,1,35,22,-5,0,0,1,0,0,0,0,0,0
1,0,0,0,2,17,1,2,15,-3,0,0,0,1,0,0,0,0,0,0
-1,0,1,0,0,3,-20,0,-11,-19,2,0,0,1,0,0,0,0,0,0
-1,0,1,0,-1,10,8,-3,-3,0,1,0,0,1,0,0,0,0,0,0
-1,0,1,0,5,22,20,1,-8,-5,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,42,3,0,0,-14,-3,0,0,1,0,0,0,0,1,0
1,0,0,0,3,7,12,7,24,-2,1,0,0,1,0,0,0,0,0,0
1,1,-1,0,1,-10,-16,3,64,2,-1,0,0,1,0,0,0,0,0,1
-1,1,1,0,1,-2,5,-1,-14,2,0,0,0,1,0,0,1,0,0,0
1,0,0,0,2,8,11,4,16,-24,6,0,0,1,0,0,0,0,0,0
1,-1,0,0,1,51,4,4,3,-2,2,0,0,1,0,0,0,0,0,0
1,0,0,0,-1,-17,-8,4,21,2,-1,0,0,1,0,0,0,0,0,0
1,-1,0,0,0,-5,7,-5,-5,7,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,11,1,2,13,76,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,44,20,2,0,7,-2,0,0,1,0,0,0,0,0,0
1,0,0,0,-2,12,16,-6,-20,-4,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,24,-4,2,-4,-15,3,0,0,1,0,0,0,0,0,0
1,1,0,0,-1,-13,-2,3,27,10,0,0,0,1,0,1,0,0,0,0
-1,1,-1,1,1,61,-8,0,-14,26,-14,0,1,1,0,0,0,0,0,1
1,0,-1,0,1,53,-6,3,9,1,2,0,0,1,0,0,0,0,0,0
1,0,0,0,-3,-30,-5,1,13,-4,0,0,0,1,0,0,0,0,0,0
1,0,-1,0,0,40,-38,2,7,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,2,4,26,5,47,1,0,0,0,1,0,1,0,0,0,0
1,-1,0,0,0,48,-12,0,-5,1,-4,0,0,1,0,0,0,0,0,0
-1,0,0,0,2,25,0,1,1,-103,1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,48,4,-2,-17,3,0,0,0,1,0,0,0,0,0,1
-1,0,0,0,0,-23,8,-3,-8,-19,26,0,0,1,0,0,0,0,0,0
-1,1,-1,0,-2,-5,4,-6,0,-83,1,0,0,1,0,0,0,0,1,0
1,0,-1,0,0,-7,8,0,3,-6,4,0,0,1,0,0,0,0,0,0
1,0,-1,0,5,12,10,8,44,18,0,0,0,1,0,0,0,0,0,0
1,-1,1,0,1,56,-4,5,10,-4,2,0,0,1,0,0,0,0,0,0
1,1,0,0,2,26,-8,6,26,-13,1,0,0,1,1,0,0,0,0,0
-1,0,0,0,-1,-16,-8,1,-31,60,1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,52,-11,3,34,1,-1,0,0,1,0,1,0,0,0,0
1,1,0,0,-1,47,-3,3,31,4,1,0,0,1,0,0,0,1,0,0
-1,-1,0,0,0,18,-8,-5,-19,2,0,0,0,1,0,0,0,0,0,0
-1,1,0,0,0,52,8,-4,-23,0,0,0,0,1,0,0,0,1,0,0
-1,1,0,0,0,13,16,1,-8,2,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,13,-11,7,40,1,2,0,0,1,0,0,0,0,0,0
-1,0,1,0,2,-8,0,3,22,-5,1,0,0,1,0,0,0,0,0,0
1,1,0,0,2,58,-4,8,17,14,0,0,0,1,1,0,0,0,0,0
1,1,-1,1,4,61,4,5,6,-6,8,0,1,1,0,0,1,0,0,0
-1,0,0,0,-2,-2,0,-1,-14,4,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,1,46,12,-1,3,2,-2,0,0,1,0,0,0,0,0,0
-1,1,0,0,-1,-12,-8,3,50,2,0,0,0,1,0,0,1,0,0,0
-1,0,0,0,-1,36,-16,6,45,2,3,0,0,1,0,0,0,0,0,0
1,0,-1,0,0,10,-4,0,-1,1,-1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,-1,-12,0,-11,91,-11,0,0,1,0,0,0,0,0,0
-1,0,0,0,3,-33,-11,4,-2,98,-1,0,0,1,0,0,0,0,0,0
1,-1,0,0,-1,-19,-23,3,11,-5,-1,0,0,1,0,0,0,0,0,0
1,1,0,0,3,51,3,5,19,8,1,0,0,1,1,0,0,0,0,0
-1,-1,0,0,-2,-59,-4,-1,2,24,-5,0,0,1,0,0,0,0,0,0
-1,0,0,0,2,-44,9,-2,-12,-16,0,0,0,1,0,0,0,0,0,0
-1,0,0,0,3,4,4,1,-3,4,-2,0,0,1,0,0,0,0,0,0
-1,0,0,0,0,50,-33,-1,-20,-2,-1,0,0,1,0,0,0,0,0,0
1,0,1,1,1,27,-28,4,24,4,0,0,2,1,0,0,0,0,0,0
-1,0,0,0,2,41,2,0,4,3,0,0,0,1,0,0,0,0,0,0
1,0,0,0,3,30,8,4,13,12,0,0,0,1,0,0,0,0,0,0
1,-1,0,0,0,29,-12,-9,-43,5,-2,0,0,1,0,0,0,0,0,0
1,0,0,0,1,36,-12,6,21,1,-3,0,0,1,0,0,0,0,0,0
1,0,0,0,1,28,20,-1,6,8,0,0,0,1,0,0,0,0,0,0
-1,1,1,0,1,-31,13,8,-5,-9,0,0,0,1,0,0,0,0,1,0
1,0,0,0,3,17,7,3,2,-3,-1,0,0,1,0,0,0,0,0,0
-1,-1,0,0,-1,13,20,-2,-26,-17,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,3,16,3,13,8,2,0,0,1,0,0,1,0,0,0
1,0,-1,0,3,-7,0,6,22,-17,0,0,0,1,0,0,0,0,0,0
