matchId,queueId,Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,K-WIN-top,K-LOSE-top,Diff-K-jug,K-WIN-jug,K-LOSE-jug,Diff-K-mid,K-WIN-mid,K-LOSE-mid,Diff-K-ad,K-WIN-ad,K-LOSE-ad,Diff-K-sup,K-WIN-sup,K-LOSE-sup,invadeKill,Diff-A,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,WIN_controlWARDPlaced,Diff_WARDkill,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
KR_6760872941,420,-4,-22,-12,-15,-5,5,0,-3,5,2,-2,3,1,-1,2,1,-4,4,0,0,-16,-2,-3,-1,4,2,0,-1,-1,1,-1,-1,4,-1
KR_6747221082,420,-2,57,8,-7,-2,2,0,-1,2,1,-5,6,1,-1,3,2,2,0,2,0,-6,2,-1,-2,3,0,0,1,1,1,1,1,1,-1
KR_6696278550,420,4,0,5,1,-2,4,2,4,3,7,2,2,4,-3,3,0,0,1,1,-1,3,1,0,-8,8,0,0,0,1,1,0,-1,5,-1
KR_6758506482,420,-4,-107,-28,-9,-5,5,0,4,2,6,-7,8,1,0,1,1,-1,1,0,-3,-10,35,-3,-2,5,-3,0,-1,0,-1,-1,-1,0,-1
KR_6737735876,420,-1,-26,12,6,1,0,1,4,1,5,0,2,2,-1,3,2,2,0,2,0,5,-2,0,-4,4,-1,0,1,0,1,1,1,0,-1
KR_6612942058,420,-3,-16,-9,-4,0,1,1,1,3,4,-4,6,2,0,1,1,-1,3,2,0,0,-201,3,-6,3,-3,0,0,-1,1,-1,-1,5,-1
KR_6724604289,420,-6,-42,-37,-11,2,2,4,-3,4,1,-5,6,1,-5,8,3,0,0,0,1,-9,-27,-5,-2,7,6,0,-4,-1,-1,-1,1,1,-1
KR_6705390961,440,-2,-57,38,-7,-1,4,3,3,0,3,0,1,1,-9,9,0,0,2,2,0,-9,139,1,-4,3,-28,0,-1,-1,0,-1,-1,3,-1
KR_6759655737,420,-2,-31,-32,4,0,1,1,4,2,6,-1,5,4,-1,3,2,2,3,5,0,0,-115,-2,-2,4,0,0,0,-1,-1,-1,-1,3,-1
KR_6712994762,420,-1,52,4,-5,0,4,4,-3,3,0,1,1,2,-3,5,2,0,0,0,0,-4,-1,-1,-3,4,-3,0,1,1,1,-1,-1,6,-1
KR_6721180529,420,-3,-15,-23,-10,-8,8,0,1,4,5,1,2,3,-3,3,0,-1,2,1,0,-7,5,3,-6,3,-4,0,-3,-1,-1,-1,-1,5,-1
KR_6627214952,420,-1,-53,4,-6,-1,2,1,0,2,2,1,2,3,-6,8,2,0,0,0,-1,-13,-18,-5,-2,7,0,0,-1,1,1,-1,-1,5,-1
KR_6554968057,420,-2,-10,-13,0,4,1,5,0,2,2,0,1,1,-3,4,1,-1,1,0,0,-4,9,1,-5,4,-2,0,1,-1,1,1,-1,4,-1
KR_6689632010,420,-3,19,-4,2,-3,3,0,-1,2,1,1,1,2,0,4,4,5,2,7,0,4,-15,2,-7,5,-6,0,-1,-1,1,-1,1,1,-1
KR_6634099950,420,0,-29,-12,0,1,1,2,-1,4,3,0,0,0,-1,3,2,1,1,2,0,4,-1,-2,-3,5,0,0,1,-1,1,1,-1,4,-1
KR_6759263656,420,2,70,12,3,0,2,2,0,2,2,1,1,2,2,0,2,0,3,3,0,-2,-3,2,-3,1,-5,0,0,-1,-1,0,1,2,-1
KR_6728303259,440,-1,-46,-16,-1,-1,7,6,4,2,6,-1,5,4,-3,5,2,0,1,1,-2,-8,2,1,-4,3,3,0,0,-1,1,-1,-1,3,-1
KR_6729697307,440,1,15,4,-5,0,2,2,-2,7,5,0,4,4,-4,12,8,1,0,1,-2,-9,28,0,-4,4,-7,0,2,0,1,1,1,0,-1
