matchId,queueId,Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,K-WIN-top,K-LOSE-top,Diff-K-jug,K-WIN-jug,K-LOSE-jug,Diff-K-mid,K-WIN-mid,K-LOSE-mid,Diff-K-ad,K-WIN-ad,K-LOSE-ad,Diff-K-sup,K-WIN-sup,K-LOSE-sup,invadeKill,Diff-A,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,WIN_controlWARDPlaced,Diff_WARDkill,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
KR_6764348017,420,0,-22,1,-2,-3,5,2,1,2,3,-1,2,1,1,1,2,0,1,1,0,0,-4,1,-3,2,2,0,-1,1,1,-1,-1,5,-1
KR_6717534637,420,-3,-19,-20,-15,-2,3,1,1,0,1,-10,12,2,-5,5,0,1,0,1,0,-16,2,2,-6,4,-8,0,-1,-1,-1,-1,-1,1,-1
KR_6144706447,420,-1,14,5,-1,-3,4,1,3,1,4,4,0,4,-4,6,2,-1,1,0,0,-2,3,0,-4,4,0,0,-1,-1,1,-1,1,4,-1
KR_6659596541,440,0,35,-15,-1,2,1,3,-2,3,1,-5,5,0,3,3,6,1,0,1,0,5,4,-2,-1,3,-1,0,0,-1,0,0,1,3,-1
KR_6674320621,420,0,-28,1,-2,-2,2,0,-4,7,3,-1,4,3,4,3,7,1,1,2,0,-1,-5,-3,-4,7,0,0,-1,1,-1,-1,-1,1,-1
KR_6741991317,440,0,-49,4,-4,-4,5,1,0,3,3,-2,2,0,2,1,3,0,0,0,0,0,3,-1,-4,5,1,0,0,-1,1,0,-1,6,-1
KR_5996612206,440,2,49,-28,0,1,3,4,-4,8,4,3,1,4,3,0,3,-3,4,1,0,-2,-2,-3,-1,4,1,0,0,-1,0,0,1,2,-1
KR_6762145719,420,1,7,-4,6,1,1,2,0,1,1,4,1,5,2,4,6,-1,3,2,0,2,-26,0,-2,2,0,0,0,0,0,0,1,0,-1
KR_6763278005,420,2,17,20,8,0,3,3,0,2,2,-6,8,2,14,1,15,0,0,0,1,16,6,2,-6,4,-3,0,0,-1,-1,-1,1,3,-1
KR_6752158501,420,4,86,-24,9,-1,1,0,1,0,1,4,1,5,4,0,4,1,0,1,1,9,-15,2,-3,1,8,0,2,1,1,1,1,5,-1
KR_6552176943,420,-1,-20,4,-5,-2,4,2,0,4,4,1,2,3,-5,7,2,1,0,1,0,-6,5,1,-4,3,-2,0,-1,-1,0,-1,-1,5,-1
